,0
"('7_earthshaker', '29_tidehunter', '46_templar_assassin', '50_dazzle', '120_pangolier')",1
"('53_furion', '70_ursa', '80_lone_druid', '100_tusk', '135_dawnbreaker')",1
"('7_earthshaker', '15_razor', '63_weaver', '64_jakiro', '128_snapfire')",1
"('14_pudge', '21_windrunner', '55_dark_seer', '93_slark', '121_grimstroke')",1
"('19_tiny', '29_tidehunter', '63_weaver', '67_spectre', '83_treant')",1
"('48_luna', '80_lone_druid', '85_undying', '119_dark_willow', '128_snapfire')",1
"('22_zuus', '29_tidehunter', '67_spectre', '87_disruptor', '88_nyx_assassin')",1
"('29_tidehunter', '74_invoker', '87_disruptor', '90_keeper_of_the_light', '114_monkey_king')",1
"('19_tiny', '76_obsidian_destroyer', '77_lycan', '101_skywrath_mage', '119_dark_willow')",1
"('8_juggernaut', '19_tiny', '84_ogre_magi', '97_magnataur', '128_snapfire')",1
"('25_lina', '26_lion', '97_magnataur', '114_monkey_king', '128_snapfire')",1
"('29_tidehunter', '54_life_stealer', '64_jakiro', '106_ember_spirit', '128_snapfire')",1
"('13_puck', '19_tiny', '43_death_prophet', '51_rattletrap', '128_snapfire')",1
"('19_tiny', '25_lina', '29_tidehunter', '39_queenofpain', '68_ancient_apparition')",1
"('4_bloodseeker', '15_razor', '84_ogre_magi', '113_arc_warden', '119_dark_willow')",1
"('7_earthshaker', '19_tiny', '38_beastmaster', '80_lone_druid', '121_grimstroke')",1
"('16_sand_king', '33_enigma', '39_queenofpain', '46_templar_assassin', '123_hoodwink')",1
"('19_tiny', '61_broodmother', '79_shadow_demon', '114_monkey_king', '126_void_spirit')",1
"('1_antimage', '98_shredder', '99_bristleback', '103_elder_titan', '121_grimstroke')",1
"('25_lina', '26_lion', '53_furion', '103_elder_titan', '104_legion_commander')",1
"('19_tiny', '75_silencer', '86_rubick', '105_techies', '120_pangolier')",1
"('13_puck', '60_night_stalker', '86_rubick', '89_naga_siren', '135_dawnbreaker')",1
"('9_mirana', '48_luna', '60_night_stalker', '63_weaver', '126_void_spirit')",1
"('75_silencer', '94_medusa', '103_elder_titan', '106_ember_spirit', '129_mars')",1
"('21_windrunner', '48_luna', '97_magnataur', '102_abaddon', '107_earth_spirit')",1
"('37_warlock', '40_venomancer', '67_spectre', '114_monkey_king', '126_void_spirit')",1
"('25_lina', '38_beastmaster', '63_weaver', '74_invoker', '85_undying')",1
"('3_bane', '29_tidehunter', '63_weaver', '74_invoker', '135_dawnbreaker')",1
"('19_tiny', '55_dark_seer', '85_undying', '91_wisp', '129_mars')",1
"('3_bane', '16_sand_king', '48_luna', '110_phoenix', '135_dawnbreaker')",1
"('3_bane', '25_lina', '94_medusa', '104_legion_commander', '123_hoodwink')",1
"('7_earthshaker', '25_lina', '41_faceless_void', '58_enchantress', '60_night_stalker')",1
"('25_lina', '63_weaver', '68_ancient_apparition', '89_naga_siren', '100_tusk')",1
"('4_bloodseeker', '38_beastmaster', '51_rattletrap', '121_grimstroke', '129_mars')",1
"('49_dragon_knight', '51_rattletrap', '53_furion', '64_jakiro', '106_ember_spirit')",1
"('7_earthshaker', '20_vengefulspirit', '53_furion', '58_enchantress', '90_keeper_of_the_light')",1
"('8_juggernaut', '19_tiny', '26_lion', '88_nyx_assassin', '97_magnataur')",1
"('4_bloodseeker', '5_crystal_maiden', '25_lina', '46_templar_assassin', '60_night_stalker')",1
"('11_nevermore', '73_alchemist', '99_bristleback', '119_dark_willow', '121_grimstroke')",1
"('23_kunkka', '48_luna', '60_night_stalker', '68_ancient_apparition', '128_snapfire')",1
"('19_tiny', '58_enchantress', '60_night_stalker', '93_slark', '121_grimstroke')",1
"('25_lina', '38_beastmaster', '46_templar_assassin', '48_luna', '85_undying')",1
"('14_pudge', '20_vengefulspirit', '35_sniper', '105_techies', '119_dark_willow')",1
"('13_puck', '25_lina', '38_beastmaster', '54_life_stealer', '88_nyx_assassin')",1
"('69_doom_bringer', '87_disruptor', '106_ember_spirit', '109_terrorblade', '114_monkey_king')",1
"('23_kunkka', '53_furion', '85_undying', '100_tusk', '135_dawnbreaker')",1
"('3_bane', '43_death_prophet', '93_slark', '97_magnataur', '101_skywrath_mage')",1
"('80_lone_druid', '85_undying', '104_legion_commander', '119_dark_willow', '126_void_spirit')",1
"('44_phantom_assassin', '72_gyrocopter', '78_brewmaster', '107_earth_spirit', '126_void_spirit')",1
"('7_earthshaker', '10_morphling', '129_mars', '126_void_spirit', '128_snapfire')",1
"('25_lina', '52_leshrac', '72_gyrocopter', '98_shredder', '103_elder_titan')",1
"('36_necrolyte', '94_medusa', '102_abaddon', '120_pangolier', '128_snapfire')",1
"('3_bane', '38_beastmaster', '88_nyx_assassin', '97_magnataur', '121_grimstroke')",1
"('19_tiny', '77_lycan', '87_disruptor', '91_wisp', '120_pangolier')",1
"('42_skeleton_king', '63_weaver', '120_pangolier', '121_grimstroke', '126_void_spirit')",1
"('3_bane', '17_storm_spirit', '54_life_stealer', '97_magnataur', '135_dawnbreaker')",1
"('26_lion', '29_tidehunter', '86_rubick', '94_medusa', '126_void_spirit')",1
"('26_lion', '46_templar_assassin', '50_dazzle', '69_doom_bringer', '93_slark')",1
"('3_bane', '36_necrolyte', '60_night_stalker', '89_naga_siren', '90_keeper_of_the_light')",1
"('19_tiny', '39_queenofpain', '58_enchantress', '104_legion_commander', '123_hoodwink')",1
"('19_tiny', '45_pugna', '68_ancient_apparition', '97_magnataur', '107_earth_spirit')",1
"('3_bane', '19_tiny', '64_jakiro', '65_batrider', '78_brewmaster')",1
"('3_bane', '18_sven', '64_jakiro', '97_magnataur', '119_dark_willow')",1
"('3_bane', '7_earthshaker', '40_venomancer', '61_broodmother', '72_gyrocopter')",1
"('25_lina', '26_lion', '38_beastmaster', '46_templar_assassin', '85_undying')",1
"('3_bane', '4_bloodseeker', '61_broodmother', '128_snapfire', '123_hoodwink')",1
"('3_bane', '19_tiny', '70_ursa', '77_lycan', '91_wisp')",1
"('9_mirana', '16_sand_king', '25_lina', '52_leshrac', '84_ogre_magi')",1
"('12_phantom_lancer', '87_disruptor', '91_wisp', '126_void_spirit', '135_dawnbreaker')",1
"('25_lina', '26_lion', '29_tidehunter', '46_templar_assassin', '101_skywrath_mage')",1
"('38_beastmaster', '48_luna', '84_ogre_magi', '101_skywrath_mage', '126_void_spirit')",1
"('3_bane', '53_furion', '60_night_stalker', '107_earth_spirit', '114_monkey_king')",1
"('7_earthshaker', '10_morphling', '34_tinker', '80_lone_druid', '128_snapfire')",1
"('14_pudge', '26_lion', '63_weaver', '110_phoenix', '105_techies')",1
"('21_windrunner', '84_ogre_magi', '87_disruptor', '94_medusa', '114_monkey_king')",1
"('21_windrunner', '39_queenofpain', '64_jakiro', '71_spirit_breaker', '73_alchemist')",1
"('32_riki', '34_tinker', '60_night_stalker', '84_ogre_magi', '121_grimstroke')",1
"('55_dark_seer', '71_spirit_breaker', '72_gyrocopter', '106_ember_spirit', '123_hoodwink')",1
"('21_windrunner', '39_queenofpain', '70_ursa', '71_spirit_breaker', '135_dawnbreaker')",1
"('34_tinker', '46_templar_assassin', '51_rattletrap', '77_lycan', '106_ember_spirit')",1
"('3_bane', '28_slardar', '41_faceless_void', '60_night_stalker', '119_dark_willow')",1
"('25_lina', '94_medusa', '101_skywrath_mage', '104_legion_commander', '121_grimstroke')",1
"('19_tiny', '70_ursa', '84_ogre_magi', '97_magnataur', '128_snapfire')",1
"('19_tiny', '51_rattletrap', '114_monkey_king', '121_grimstroke', '126_void_spirit')",1
"('19_tiny', '52_leshrac', '84_ogre_magi', '129_mars', '123_hoodwink')",1
"('17_storm_spirit', '18_sven', '71_spirit_breaker', '77_lycan', '112_winter_wyvern')",1
"('3_bane', '52_leshrac', '63_weaver', '94_medusa', '104_legion_commander')",1
"('3_bane', '19_tiny', '60_night_stalker', '109_terrorblade', '119_dark_willow')",1
"('75_silencer', '94_medusa', '101_skywrath_mage', '104_legion_commander', '128_snapfire')",1
"('6_drow_ranger', '25_lina', '85_undying', '120_pangolier', '129_mars')",1
"('19_tiny', '34_tinker', '47_viper', '48_luna', '51_rattletrap')",1
"('4_bloodseeker', '19_tiny', '26_lion', '80_lone_druid', '123_hoodwink')",1
"('9_mirana', '12_phantom_lancer', '16_sand_king', '23_kunkka', '75_silencer')",1
"('11_nevermore', '29_tidehunter', '63_weaver', '84_ogre_magi', '106_ember_spirit')",1
"('98_shredder', '110_phoenix', '121_grimstroke', '129_mars', '135_dawnbreaker')",1
"('18_sven', '38_beastmaster', '85_undying', '107_earth_spirit', '128_snapfire')",1
"('25_lina', '70_ursa', '75_silencer', '104_legion_commander', '128_snapfire')",1
"('19_tiny', '25_lina', '60_night_stalker', '86_rubick', '121_grimstroke')",1
"('54_life_stealer', '68_ancient_apparition', '86_rubick', '129_mars', '126_void_spirit')",1
"('41_faceless_void', '85_undying', '91_wisp', '97_magnataur', '128_snapfire')",1
"('11_nevermore', '26_lion', '35_sniper', '103_elder_titan', '114_monkey_king')",1
"('13_puck', '64_jakiro', '84_ogre_magi', '97_magnataur', '114_monkey_king')",1
"('84_ogre_magi', '85_undying', '94_medusa', '100_tusk', '128_snapfire')",1
"('29_tidehunter', '79_shadow_demon', '94_medusa', '121_grimstroke', '135_dawnbreaker')",1
"('21_windrunner', '47_viper', '85_undying', '86_rubick', '95_troll_warlord')",1
"('15_razor', '67_spectre', '85_undying', '101_skywrath_mage', '104_legion_commander')",1
"('8_juggernaut', '26_lion', '34_tinker', '68_ancient_apparition', '81_chaos_knight')",1
"('23_kunkka', '26_lion', '48_luna', '103_elder_titan', '120_pangolier')",1
"('11_nevermore', '21_windrunner', '29_tidehunter', '104_legion_commander', '120_pangolier')",1
"('35_sniper', '71_spirit_breaker', '84_ogre_magi', '114_monkey_king', '121_grimstroke')",1
"('3_bane', '6_drow_ranger', '47_viper', '101_skywrath_mage', '104_legion_commander')",1
"('42_skeleton_king', '46_templar_assassin', '63_weaver', '77_lycan', '128_snapfire')",1
"('29_tidehunter', '49_dragon_knight', '84_ogre_magi', '93_slark', '128_snapfire')",1
"('4_bloodseeker', '25_lina', '69_doom_bringer', '86_rubick', '126_void_spirit')",1
"('12_phantom_lancer', '23_kunkka', '101_skywrath_mage', '104_legion_commander', '128_snapfire')",1
"('28_slardar', '48_luna', '87_disruptor', '129_mars', '128_snapfire')",1
"('38_beastmaster', '49_dragon_knight', '72_gyrocopter', '88_nyx_assassin', '91_wisp')",1
"('1_antimage', '51_rattletrap', '84_ogre_magi', '129_mars', '128_snapfire')",1
"('3_bane', '23_kunkka', '94_medusa', '129_mars', '128_snapfire')",1
"('48_luna', '71_spirit_breaker', '74_invoker', '84_ogre_magi', '105_techies')",1
"('15_razor', '48_luna', '71_spirit_breaker', '84_ogre_magi', '121_grimstroke')",1
"('3_bane', '9_mirana', '78_brewmaster', '106_ember_spirit', '109_terrorblade')",1
"('15_razor', '29_tidehunter', '79_shadow_demon', '106_ember_spirit', '121_grimstroke')",1
"('4_bloodseeker', '21_windrunner', '60_night_stalker', '74_invoker', '102_abaddon')",1
"('54_life_stealer', '63_weaver', '71_spirit_breaker', '75_silencer', '126_void_spirit')",1
"('18_sven', '63_weaver', '76_obsidian_destroyer', '84_ogre_magi', '98_shredder')",1
"('8_juggernaut', '21_windrunner', '25_lina', '84_ogre_magi', '120_pangolier')",1
"('17_storm_spirit', '29_tidehunter', '42_skeleton_king', '121_grimstroke', '128_snapfire')",1
"('11_nevermore', '44_phantom_assassin', '75_silencer', '119_dark_willow', '129_mars')",1
"('3_bane', '4_bloodseeker', '52_leshrac', '53_furion', '107_earth_spirit')",1
"('11_nevermore', '20_vengefulspirit', '60_night_stalker', '86_rubick', '103_elder_titan')",1
"('7_earthshaker', '25_lina', '63_weaver', '114_monkey_king', '123_hoodwink')",1
"('17_storm_spirit', '67_spectre', '101_skywrath_mage', '103_elder_titan', '129_mars')",1
"('48_luna', '53_furion', '55_dark_seer', '100_tusk', '128_snapfire')",1
"('42_skeleton_king', '55_dark_seer', '58_enchantress', '90_keeper_of_the_light', '107_earth_spirit')",1
"('44_phantom_assassin', '71_spirit_breaker', '84_ogre_magi', '101_skywrath_mage', '126_void_spirit')",1
"('16_sand_king', '95_troll_warlord', '106_ember_spirit', '114_monkey_king', '119_dark_willow')",1
"('15_razor', '18_sven', '27_shadow_shaman', '29_tidehunter', '121_grimstroke')",1
"('21_windrunner', '42_skeleton_king', '88_nyx_assassin', '106_ember_spirit', '119_dark_willow')",1
"('18_sven', '34_tinker', '71_spirit_breaker', '83_treant', '84_ogre_magi')",1
"('12_phantom_lancer', '26_lion', '39_queenofpain', '60_night_stalker', '112_winter_wyvern')",1
"('11_nevermore', '81_chaos_knight', '100_tusk', '110_phoenix', '129_mars')",1
"('20_vengefulspirit', '43_death_prophet', '63_weaver', '94_medusa', '135_dawnbreaker')",1
"('3_bane', '13_puck', '44_phantom_assassin', '101_skywrath_mage', '104_legion_commander')",1
"('23_kunkka', '38_beastmaster', '48_luna', '75_silencer', '123_hoodwink')",1
"('3_bane', '48_luna', '71_spirit_breaker', '90_keeper_of_the_light', '101_skywrath_mage')",1
"('3_bane', '48_luna', '99_bristleback', '101_skywrath_mage', '129_mars')",1
"('6_drow_ranger', '25_lina', '39_queenofpain', '60_night_stalker', '102_abaddon')",1
"('28_slardar', '47_viper', '67_spectre', '75_silencer', '128_snapfire')",1
"('8_juggernaut', '26_lion', '62_bounty_hunter', '75_silencer', '98_shredder')",1
"('81_chaos_knight', '102_abaddon', '114_monkey_king', '121_grimstroke', '126_void_spirit')",1
"('10_morphling', '29_tidehunter', '58_enchantress', '106_ember_spirit', '123_hoodwink')",1
"('26_lion', '28_slardar', '46_templar_assassin', '114_monkey_king', '119_dark_willow')",1
"('26_lion', '79_shadow_demon', '97_magnataur', '106_ember_spirit', '114_monkey_king')",1
"('29_tidehunter', '63_weaver', '74_invoker', '128_snapfire', '123_hoodwink')",1
"('9_mirana', '41_faceless_void', '76_obsidian_destroyer', '81_chaos_knight', '85_undying')",1
"('12_phantom_lancer', '23_kunkka', '29_tidehunter', '101_skywrath_mage', '128_snapfire')",1
"('48_luna', '79_shadow_demon', '120_pangolier', '129_mars', '126_void_spirit')",1
"('17_storm_spirit', '29_tidehunter', '42_skeleton_king', '49_dragon_knight', '121_grimstroke')",1
"('34_tinker', '41_faceless_void', '71_spirit_breaker', '121_grimstroke', '128_snapfire')",1
"('15_razor', '26_lion', '76_obsidian_destroyer', '88_nyx_assassin', '97_magnataur')",1
"('26_lion', '38_beastmaster', '74_invoker', '103_elder_titan', '114_monkey_king')",1
"('9_mirana', '15_razor', '29_tidehunter', '60_night_stalker', '65_batrider')",1
"('25_lina', '26_lion', '69_doom_bringer', '112_winter_wyvern', '129_mars')",1
"('43_death_prophet', '60_night_stalker', '87_disruptor', '94_medusa', '123_hoodwink')",1
"('10_morphling', '76_obsidian_destroyer', '79_shadow_demon', '84_ogre_magi', '129_mars')",1
"('39_queenofpain', '48_luna', '71_spirit_breaker', '112_winter_wyvern', '128_snapfire')",1
"('16_sand_king', '23_kunkka', '85_undying', '101_skywrath_mage', '114_monkey_king')",1
"('12_phantom_lancer', '27_shadow_shaman', '36_necrolyte', '69_doom_bringer', '87_disruptor')",1
"('14_pudge', '17_storm_spirit', '41_faceless_void', '63_weaver', '68_ancient_apparition')",1
"('6_drow_ranger', '11_nevermore', '81_chaos_knight', '112_winter_wyvern', '120_pangolier')",1
"('13_puck', '55_dark_seer', '84_ogre_magi', '94_medusa', '120_pangolier')",1
"('25_lina', '29_tidehunter', '84_ogre_magi', '95_troll_warlord', '101_skywrath_mage')",1
"('17_storm_spirit', '53_furion', '69_doom_bringer', '121_grimstroke', '135_dawnbreaker')",1
"('13_puck', '16_sand_king', '63_weaver', '70_ursa', '84_ogre_magi')",1
"('3_bane', '26_lion', '29_tidehunter', '74_invoker', '114_monkey_king')",1
"('23_kunkka', '84_ogre_magi', '94_medusa', '104_legion_commander', '128_snapfire')",1
"('19_tiny', '42_skeleton_king', '87_disruptor', '114_monkey_king', '128_snapfire')",1
"('3_bane', '18_sven', '23_kunkka', '63_weaver', '77_lycan')",1
"('15_razor', '42_skeleton_king', '63_weaver', '106_ember_spirit', '128_snapfire')",1
"('17_storm_spirit', '26_lion', '54_life_stealer', '91_wisp', '104_legion_commander')",1
"('26_lion', '42_skeleton_king', '98_shredder', '121_grimstroke', '126_void_spirit')",1
"('23_kunkka', '63_weaver', '94_medusa', '129_mars', '135_dawnbreaker')",1
"('78_brewmaster', '81_chaos_knight', '87_disruptor', '100_tusk', '129_mars')",1
"('3_bane', '9_mirana', '18_sven', '29_tidehunter', '106_ember_spirit')",1
"('39_queenofpain', '83_treant', '86_rubick', '114_monkey_king', '129_mars')",1
"('11_nevermore', '14_pudge', '40_venomancer', '48_luna', '91_wisp')",1
"('8_juggernaut', '39_queenofpain', '60_night_stalker', '84_ogre_magi', '119_dark_willow')",1
"('3_bane', '11_nevermore', '60_night_stalker', '103_elder_titan', '106_ember_spirit')",1
"('4_bloodseeker', '74_invoker', '107_earth_spirit', '121_grimstroke', '135_dawnbreaker')",1
"('8_juggernaut', '9_mirana', '106_ember_spirit', '114_monkey_king', '121_grimstroke')",1
"('25_lina', '26_lion', '70_ursa', '86_rubick', '129_mars')",1
"('9_mirana', '84_ogre_magi', '88_nyx_assassin', '114_monkey_king', '128_snapfire')",1
"('39_queenofpain', '101_skywrath_mage', '104_legion_commander', '109_terrorblade', '105_techies')",1
"('34_tinker', '62_bounty_hunter', '80_lone_druid', '109_terrorblade', '129_mars')",1
"('84_ogre_magi', '95_troll_warlord', '97_magnataur', '120_pangolier', '121_grimstroke')",1
"('21_windrunner', '46_templar_assassin', '72_gyrocopter', '84_ogre_magi', '97_magnataur')",1
"('63_weaver', '67_spectre', '79_shadow_demon', '96_centaur', '126_void_spirit')",1
"('3_bane', '48_luna', '86_rubick', '106_ember_spirit', '120_pangolier')",1
"('55_dark_seer', '67_spectre', '71_spirit_breaker', '74_invoker', '85_undying')",1
"('27_shadow_shaman', '35_sniper', '42_skeleton_king', '62_bounty_hunter', '121_grimstroke')",1
"('23_kunkka', '26_lion', '69_doom_bringer', '91_wisp', '114_monkey_king')",1
"('3_bane', '22_zuus', '41_faceless_void', '48_luna', '78_brewmaster')",1
"('26_lion', '58_enchantress', '109_terrorblade', '120_pangolier', '126_void_spirit')",1
"('7_earthshaker', '10_morphling', '26_lion', '43_death_prophet', '57_omniknight')",1
"('25_lina', '87_disruptor', '94_medusa', '107_earth_spirit', '114_monkey_king')",1
"('3_bane', '13_puck', '25_lina', '70_ursa', '129_mars')",1
"('6_drow_ranger', '21_windrunner', '30_witch_doctor', '69_doom_bringer', '119_dark_willow')",1
"('3_bane', '14_pudge', '20_vengefulspirit', '48_luna', '52_leshrac')",1
"('13_puck', '71_spirit_breaker', '103_elder_titan', '109_terrorblade', '128_snapfire')",1
"('15_razor', '46_templar_assassin', '58_enchantress', '119_dark_willow', '129_mars')",1
"('3_bane', '11_nevermore', '70_ursa', '91_wisp', '129_mars')",1
"('15_razor', '29_tidehunter', '85_undying', '86_rubick', '109_terrorblade')",1
"('9_mirana', '42_skeleton_king', '106_ember_spirit', '129_mars', '128_snapfire')",1
"('15_razor', '41_faceless_void', '64_jakiro', '71_spirit_breaker', '75_silencer')",1
"('15_razor', '25_lina', '51_rattletrap', '81_chaos_knight', '128_snapfire')",1
"('15_razor', '40_venomancer', '65_batrider', '84_ogre_magi', '91_wisp')",1
"('15_razor', '29_tidehunter', '71_spirit_breaker', '74_invoker', '102_abaddon')",1
"('14_pudge', '25_lina', '64_jakiro', '70_ursa', '120_pangolier')",1
"('6_drow_ranger', '25_lina', '38_beastmaster', '76_obsidian_destroyer', '79_shadow_demon')",1
"('18_sven', '28_slardar', '47_viper', '63_weaver', '75_silencer')",1
"('12_phantom_lancer', '23_kunkka', '38_beastmaster', '100_tusk', '128_snapfire')",1
